# generated by .rubies/generate-golden.sh -- do not edit
# regenerate with: make rubies-golden
file	1.9	2.0	2.1	2.3	2.5	2.6	2.7	3.0	3.1	3.2	3.4	4.0
internal/integrationtest/testdata/gems/rake/lib/rake/file_utils.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/invocation_chain.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/invocation_exception_mixin.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/late_time.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/linked_list.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/loaders/makefile.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/multi_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/name_space.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/packagetask.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/phony.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/private_reader.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/promise.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/pseudo_status.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/rake_module.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/rake_test_loader.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/rule_recursion_overflow_error.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/scope.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/task_argument_error.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/task_arguments.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/task_manager.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/task.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/tasklib.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/testtask.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/thread_history_display.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/thread_pool.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/trace_output.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/version.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/lib/rake/win32.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/helper.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/support/file_creation.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/support/rakefile_definitions.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/support/ruby_runner.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_private_reader.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_application_options.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_application.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_backtrace.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_clean.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_cpu_counter.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_definitions.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_directory_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_dsl.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_early_time.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_extension.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_file_creation_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_file_list_path_map.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_file_list.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_file_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_file_utils.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_functional.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_invocation_chain.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_late_time.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_linked_list.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_makefile_loader.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_multi_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_name_space.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_package_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_path_map_explode.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_path_map_partial.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_path_map.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_pseudo_status.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_rake_test_loader.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_reduce_compat.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_require.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_rules.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_scope.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task_argument_parsing.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task_arguments.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task_manager_argument_resolution.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task_manager.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task_with_arguments.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_test_task.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_thread_pool.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_top_level_functions.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake_win32.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_rake.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_thread_history_display.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/rake/test/test_trace_output.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/replace-esolang/replace.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/ropy/ruby/ropy_spec.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/ropy/ruby/ropy.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/stackcats/ruby/interpreter.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/stackcats/ruby/stack.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/stackcats/ruby/stackcats.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/stackcats/ruby/tape.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/thue/src/thue.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/wumpus/direction.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/wumpus/icosahedron.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/wumpus/interpreter.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/wumpus/point2d.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/gems/wumpus/wumpus.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/allpairs.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/beginmainend.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/a.1_1_0.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/a.1_2_0.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/a.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/autoloading.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/blank.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/blank1.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/blank2.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/box.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/call_proc.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/call_toplevel.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/consts.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/define_toplevel.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/global_vars.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/instance_variables.rb	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/line_splitter.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/load_path.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/open_class_with_include.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/proc_callee.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/proc_caller.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/procs.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/raise.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/returns_proc.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/singleton_methods.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/string_ext_caller.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/string_ext_calling.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/string_ext_eval_caller.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/string_ext.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/box/top_level.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/bug-11928.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/bug-13526.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_big5.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_case_comprehensive.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_case_mapping.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_case_options.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_cesu8.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_cp949.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_emoji_breaks.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_emoji.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_euc_jp.rb	pass	fail	fail	pass	fail	fail	fail	fail	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_euc_kr.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_euc_tw.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_gb18030.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_gbk.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_grapheme_breaks.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_iso_8859.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_koi8.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_regex_casefold.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_shift_jis.rb	pass	fail	fail	pass	fail	fail	fail	fail	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_utf16.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_utf32.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_windows_1251.rb	pass	fail	fail	pass	fail	fail	fail	fail	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/enc/test_windows_1252.rb	pass	fail	fail	pass	fail	fail	fail	fail	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/lbtest.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/marshaltestlib.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/sentence.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_alias.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_allocation.rb	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_argf.rb	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_arithmetic_sequence.rb	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_arity.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_array.rb	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_assignment.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_ast.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_autoload.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_backtrace.rb	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_basicinstructions.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_beginendblock.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_bignum.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_box.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_call.rb	fail	fail	fail	fail	fail	fail	fail	fail	fail	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_case.rb	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_class.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_clone.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_comparable.rb	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_compile_prism.rb	fail	fail	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_complex.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_complex2.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_complexrational.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_condition.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_const.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_continuation.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_data.rb	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_default_gems.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_defined.rb	fail	fail	fail	fail	fail	fail	fail	fail	fail	fail	pass	pass
internal/integrationtest/testdata/mri-tests/test_dir_m17n.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_dir.rb	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_dup.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_econv.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_encoding.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_enum.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_enumerator.rb	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_env.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_eval.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_exception.rb	fail	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_fiber.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_file_exhaustive.rb	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_file.rb	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_fixnum.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_flip.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_float.rb	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_fnmatch.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_frozen_error.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_frozen.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_gc_compact.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_gc.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_hash.rb	fail	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_ifunless.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_inlinecache.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_insns_leaf.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_integer_comb.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_integer.rb	fail	fail	fail	fail	fail	fail	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_io_buffer.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_io_m17n.rb	fail	fail	fail	pass	pass	pass	pass	pass	pass	pass	pass	pass
internal/integrationtest/testdata/mri-tests/test_io_timeout.rb	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
